album title,album number,track title,artist,songwriter,play length ,selection number on album,category,album cover image file name,cost price,list price,sale price,date entered in inventory,sold as individual track or part of album,removal status,removal date
songs for carmella: lullabies & sing-a-longs,8,You Mean The Whole Wide World To Me,Christina Perri,David Hodges - Christina Perri,1:49,3,Children's Music,https://www.google.com/search?q=Christina+Perri&tbm=isch&tbs=simg:CAQSmAEJSRQZo6dJe5sajAELEKjU2AQaBggVCAMICgwLELCMpwgaYQpfCAMSJ9cH4QKxARDTB5kSph2PEokI_1gXvNLAnsyfxNLo15yv8PfA0-TTBIRow68Snnmb9o0kg6SVQfbTNnxAJc5ybvEdewmCJrchEhmETxFQM4Qa_10-avMi6YaYMbIAQMCxCOrv4IGgoKCAgBEgQhF0RUDA&sa=X&ved=0ahUKEwi8uMPbp_jfAhVFn-AKHSCOA2wQwg4IKygA&biw=1280&bih=579#imgrc=WhsJXNvlmgIToM:,1.29,1.29,N/A,1/17/2019,Album,0,N/A
songs for carmella: lullabies & sing-a-longs,8,A Dream Is A Wish Your Heart Makes,Christina Perri,Al Hoffman - Jerry Livingston - Mack David,2:05,4,Children's Music,https://www.google.com/search?q=Christina+Perri&tbm=isch&tbs=simg:CAQSmAEJSRQZo6dJe5sajAELEKjU2AQaBggVCAMICgwLELCMpwgaYQpfCAMSJ9cH4QKxARDTB5kSph2PEokI_1gXvNLAnsyfxNLo15yv8PfA0-TTBIRow68Snnmb9o0kg6SVQfbTNnxAJc5ybvEdewmCJrchEhmETxFQM4Qa_10-avMi6YaYMbIAQMCxCOrv4IGgoKCAgBEgQhF0RUDA&sa=X&ved=0ahUKEwi8uMPbp_jfAhVFn-AKHSCOA2wQwg4IKygA&biw=1280&bih=579#imgrc=WhsJXNvlmgIToM:,1.29,1.29,N/A,1/17/2019,Album,0,N/A
songs for carmella: lullabies & sing-a-longs,8,Tonight You Belong to Me,Christina Perri (feat. Paul & Carmella Costabile),Billy Rose - Lee David,1:26,5,Children's Music,https://www.google.com/search?q=Christina+Perri&tbm=isch&tbs=simg:CAQSmAEJSRQZo6dJe5sajAELEKjU2AQaBggVCAMICgwLELCMpwgaYQpfCAMSJ9cH4QKxARDTB5kSph2PEokI_1gXvNLAnsyfxNLo15yv8PfA0-TTBIRow68Snnmb9o0kg6SVQfbTNnxAJc5ybvEdewmCJrchEhmETxFQM4Qa_10-avMi6YaYMbIAQMCxCOrv4IGgoKCAgBEgQhF0RUDA&sa=X&ved=0ahUKEwi8uMPbp_jfAhVFn-AKHSCOA2wQwg4IKygA&biw=1280&bih=579#imgrc=WhsJXNvlmgIToM:,1.29,1.29,N/A,1/17/2019,Album,0,N/A
A Real Good Kid [Explicit],9,January 11th 2017 [Explicit], Mike Posner,Pete Kuzma -  Adam Friedman - Mike Posner,3:07,1,Alternative Rock,https://www.google.com/search?q=A+Real+Good+Kid&source=lnms&tbm=isch&sa=X&ved=0ahUKEwipvtWvqvjfAhXqRt8KHSWDDNwQ_AUIDigB&biw=1280&bih=579#imgrc=zrWCicqCSsPNfM:,1.29,1.29,N/A,1/18/2019,Album,0,N/A
A Real Good Kid [Explicit],9,Wide Open [Explicit],Mike Posner,Jean Marc Belkadi - Adam Friedman - Timothy James Bowen - Mike Posner,2:49,2,Alternative Rock,https://www.google.com/search?q=A+Real+Good+Kid&source=lnms&tbm=isch&sa=X&ved=0ahUKEwipvtWvqvjfAhXqRt8KHSWDDNwQ_AUIDigB&biw=1280&bih=579#imgrc=zrWCicqCSsPNfM:,1.29,1.29,N/A,1/18/2019,Album,0,N/A
A Real Good Kid [Explicit],9,Song About You,Mike Posner,Mike Posner - Eric Frederic - Dan Wilson,3:10,3,Alternative Rock,https://www.google.com/search?q=A+Real+Good+Kid&source=lnms&tbm=isch&sa=X&ved=0ahUKEwipvtWvqvjfAhXqRt8KHSWDDNwQ_AUIDigB&biw=1280&bih=579#imgrc=zrWCicqCSsPNfM:,1.29,1.29,N/A,1/18/2019,Album,0,N/A
A Real Good Kid [Explicit],9,Move On,Mike Posner,Nate Mercereau - Mike Posner - Eric Frederic - Dan Wilson - Adam Friedman,2:58,4,Alternative Rock,https://www.google.com/search?q=A+Real+Good+Kid&source=lnms&tbm=isch&sa=X&ved=0ahUKEwipvtWvqvjfAhXqRt8KHSWDDNwQ_AUIDigB&biw=1280&bih=579#imgrc=zrWCicqCSsPNfM:,1.29,1.29,N/A,1/18/2019,Album,0,N/A
A Real Good Kid [Explicit],9,Drip [Explicit],Mike Posner,James Valentine - Mike Posner,5:25,5,Alternative Rock,https://www.google.com/search?q=A+Real+Good+Kid&source=lnms&tbm=isch&sa=X&ved=0ahUKEwipvtWvqvjfAhXqRt8KHSWDDNwQ_AUIDigB&biw=1280&bih=579#imgrc=zrWCicqCSsPNfM:,1.29,1.29,N/A,1/18/2019,Album,0,N/A
Heard It In A Past Life [Explicit],10,Give A Little,Maggie Rogers,Greg Kurstin - Maggie Rogers,3:46,1,Alternative Rock,https://www.google.com/search?q=maggie+rogers+heard+it+in+a+past+life&tbm=isch&tbs=simg:CAQSmwEJW2a2CQRJl3QajwELEKjU2AQaCAhDCBUIAQgJDAsQsIynCBpiCmAIAxIotg61DsYB7BzFAcQBzhGYC80BoB79LZ0uni71LJsujiShN6E66zfpJBowaYNC6Icg4hEYOJz16fOqA_11aZEtRIgszhvtp_1Gn87SgZQ-s3UdY87z6C9I_160FRkIAQMCxCOrv4IGgoKCAgBEgQTJjHFDA&sa=X&ved=0ahUKEwjS7YD5rPjfAhUJmuAKHRcXAeAQwg4IKygA&biw=1280&bih=579#imgrc=B7c-MrkC9Pp1fM:,1.29,1.29,N/A,1/18/2019,Album,0,N/A
Heard It In A Past Life [Explicit],10,Overnight,Maggie Rogers,Greg Kurstin - Maggie Rogers,3:20,2,Alternative Rock,https://www.google.com/search?q=maggie+rogers+heard+it+in+a+past+life&tbm=isch&tbs=simg:CAQSmwEJW2a2CQRJl3QajwELEKjU2AQaCAhDCBUIAQgJDAsQsIynCBpiCmAIAxIotg61DsYB7BzFAcQBzhGYC80BoB79LZ0uni71LJsujiShN6E66zfpJBowaYNC6Icg4hEYOJz16fOqA_11aZEtRIgszhvtp_1Gn87SgZQ-s3UdY87z6C9I_160FRkIAQMCxCOrv4IGgoKCAgBEgQTJjHFDA&sa=X&ved=0ahUKEwjS7YD5rPjfAhUJmuAKHRcXAeAQwg4IKygA&biw=1280&bih=579#imgrc=B7c-MrkC9Pp1fM:,1.29,1.29,N/A,1/18/2019,Album,0,N/A
Heard It In A Past Life [Explicit],10,The Knife,Maggie Rogers,Greg Kurstin - Maggie Rogers,3:59,3,Alternative Rock,https://www.google.com/search?q=maggie+rogers+heard+it+in+a+past+life&tbm=isch&tbs=simg:CAQSmwEJW2a2CQRJl3QajwELEKjU2AQaCAhDCBUIAQgJDAsQsIynCBpiCmAIAxIotg61DsYB7BzFAcQBzhGYC80BoB79LZ0uni71LJsujiShN6E66zfpJBowaYNC6Icg4hEYOJz16fOqA_11aZEtRIgszhvtp_1Gn87SgZQ-s3UdY87z6C9I_160FRkIAQMCxCOrv4IGgoKCAgBEgQTJjHFDA&sa=X&ved=0ahUKEwjS7YD5rPjfAhUJmuAKHRcXAeAQwg4IKygA&biw=1280&bih=579#imgrc=B7c-MrkC9Pp1fM:,1.29,1.29,N/A,1/18/2019,Album,0,N/A
Heard It In A Past Life [Explicit],10,Alaska,Maggie Rogers,Doug Schadt - Maggie Rogers,3:08,4,Alternative Rock,https://www.google.com/search?q=maggie+rogers+heard+it+in+a+past+life&tbm=isch&tbs=simg:CAQSmwEJW2a2CQRJl3QajwELEKjU2AQaCAhDCBUIAQgJDAsQsIynCBpiCmAIAxIotg61DsYB7BzFAcQBzhGYC80BoB79LZ0uni71LJsujiShN6E66zfpJBowaYNC6Icg4hEYOJz16fOqA_11aZEtRIgszhvtp_1Gn87SgZQ-s3UdY87z6C9I_160FRkIAQMCxCOrv4IGgoKCAgBEgQTJjHFDA&sa=X&ved=0ahUKEwjS7YD5rPjfAhUJmuAKHRcXAeAQwg4IKygA&biw=1280&bih=579#imgrc=B7c-MrkC9Pp1fM:,1.29,1.29,N/A,1/18/2019,Album,0,N/A
Heard It In A Past Life [Explicit],10,Light On,Maggie Rogers,Kid Harpoon - Maggie Rogers,3:53,5,Alternative Rock,https://www.google.com/search?q=maggie+rogers+heard+it+in+a+past+life&tbm=isch&tbs=simg:CAQSmwEJW2a2CQRJl3QajwELEKjU2AQaCAhDCBUIAQgJDAsQsIynCBpiCmAIAxIotg61DsYB7BzFAcQBzhGYC80BoB79LZ0uni71LJsujiShN6E66zfpJBowaYNC6Icg4hEYOJz16fOqA_11aZEtRIgszhvtp_1Gn87SgZQ-s3UdY87z6C9I_160FRkIAQMCxCOrv4IGgoKCAgBEgQTJjHFDA&sa=X&ved=0ahUKEwjS7YD5rPjfAhUJmuAKHRcXAeAQwg4IKygA&biw=1280&bih=579#imgrc=B7c-MrkC9Pp1fM:,1.29,1.29,N/A,1/18/2019,Album,0,N/A
Dirty Computer,11,Dirty Computer,Janelle Monáe,Janelle Monáe Robinson - Nathaniel Irvin III,1:59,1,Pop,https://en.wikipedia.org/wiki/Dirty_Computer#/media/File:DirtyComputer.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Dirty Computer,11,Crazy - Classic - Life,Janelle Monáe,Robinson - Irvin III - Charles Joseph II,4:46,2,Pop,https://en.wikipedia.org/wiki/Dirty_Computer#/media/File:DirtyComputer.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Dirty Computer,11,Take a Byte,Janelle Monáe,Robinson - Irvin III - John M. Webb Jr. - Nana Kwabena Tuffuor - Kellis Parker Jr.,4:07,3,Pop,https://en.wikipedia.org/wiki/Dirty_Computer#/media/File:DirtyComputer.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Dirty Computer,11,Jane's Dream,Janelle Monáe,Jon Brion,0:18,4,Pop,https://en.wikipedia.org/wiki/Dirty_Computer#/media/File:DirtyComputer.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Dirty Computer,11,Screwed,Janelle Monáe,Robinson - Irvin III - Roman GianArthur Irvin - Joseph II - Benjamin Hudson Mcildowie,5:02,5,Pop,https://en.wikipedia.org/wiki/Dirty_Computer#/media/File:DirtyComputer.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Dirty Computer,11,Django Jane,Janelle Monáe,Robinson - Irvin III - Tuffuor,3:10,6,Pop,https://en.wikipedia.org/wiki/Dirty_Computer#/media/File:DirtyComputer.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Dirty Computer,11,Pynk,Janelle Monáe,Robinson - Joseph II - Irvin III - Wynne Bennett - Taylor Parks,4:00,7,Pop,https://en.wikipedia.org/wiki/Dirty_Computer#/media/File:DirtyComputer.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Dirty Computer,11,Make Me Feel,Janelle Monáe,Robinson - Mattias Larsson - Robin Fredriksson - Justin Tranter - Julia Michaels,3:14,8,Pop,https://en.wikipedia.org/wiki/Dirty_Computer#/media/File:DirtyComputer.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Dirty Computer,11,I Got the Juice,Janelle Monáe,Robinson - Irvin III - Irvin - Tuffuor - Parks - Pharrell Williams - Joshua Dean,3:46,9,Pop,https://en.wikipedia.org/wiki/Dirty_Computer#/media/File:DirtyComputer.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Dirty Computer,11,I Like That,Janelle Monáe,Robinson - Rico Wade - Patrick L. Brown - Ray Murray - Irvin III Parks,3:20,10,Pop,https://en.wikipedia.org/wiki/Dirty_Computer#/media/File:DirtyComputer.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Dirty Computer,11,Don't Judge Me,Janelle Monáe,Robinson - Irvin III - Irvin - Parks - Dean,6:00,11,Pop,https://en.wikipedia.org/wiki/Dirty_Computer#/media/File:DirtyComputer.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Dirty Computer,11,Stevie's Dream,Janelle Monáe,Irvin III - Irvin,0:46,12,Pop,https://en.wikipedia.org/wiki/Dirty_Computer#/media/File:DirtyComputer.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Dirty Computer,11,So Afraid,Janelle Monáe,Robinson - Irvin III,4:04,13,Pop,https://en.wikipedia.org/wiki/Dirty_Computer#/media/File:DirtyComputer.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Dirty Computer,11,Americans,Janelle Monáe,Robinson - Irvin III - Webb Jr. - Joseph II Parker Jr.,4:06,14,Pop,https://en.wikipedia.org/wiki/Dirty_Computer#/media/File:DirtyComputer.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Camila,12,Never Be the Same,Camila Cabello,Camila Cabello - Adam Feeney - Leo Rami Dawod - Jacob Ludwig Olofsson - Noonie Bao - Sasha Yatchenko,3:46,1,R&B,https://en.wikipedia.org/wiki/Camila_(album)#/media/File:Camila_(Official_Album_Cover)_by_Camila_Cabello.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Camila,12,All These Years,Camila Cabello,Cabello - Feeney - Kaan Gunesberk - Jeff Gitelman - Mustafa Ahmed,2:44,2,R&B,https://en.wikipedia.org/wiki/Camila_(album)#/media/File:Camila_(Official_Album_Cover)_by_Camila_Cabello.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Camila,12,She Loves Control,Camila Cabello,Cabello - Sonny John Moore - Feeney - Bell - Ilsey Juber - Ahmed,2:57,3,R&B,https://en.wikipedia.org/wiki/Camila_(album)#/media/File:Camila_(Official_Album_Cover)_by_Camila_Cabello.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Camila,12,Havana (featuring Young Thug),,Cabello - Jeffrey Williams - Feeney - Brittany Hazzard - Ali Tamposi - Brian Lee - Andrew Watt - Pharrell Williams - Bell - Gunesberk,3:37,4,R&B,https://en.wikipedia.org/wiki/Camila_(album)#/media/File:Camila_(Official_Album_Cover)_by_Camila_Cabello.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Camila,12,Inside Out,Camila Cabello,Cabello - Hazzard - Feeney - Tyler Williams - Gunesberk,3:02,5,R&B,https://en.wikipedia.org/wiki/Camila_(album)#/media/File:Camila_(Official_Album_Cover)_by_Camila_Cabello.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Camila,12,Consequences,Camila Cabello,Cabello - Amy Wadge - Nicolle Galyon - Emily Weisband,2:58,6,R&B,https://en.wikipedia.org/wiki/Camila_(album)#/media/File:Camila_(Official_Album_Cover)_by_Camila_Cabello.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Camila,12,Real Friends,Camila Cabello,Cabello - Feeney - William Walsh - Bell - Lee,3:34,7,R&B,https://en.wikipedia.org/wiki/Camila_(album)#/media/File:Camila_(Official_Album_Cover)_by_Camila_Cabello.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Camila,12,Something's Gotta Give,Camila Cabello,Cabello - Alex Schwartz - Joe Khajadourian - Sarah Hudson - James Abrahart - Jesse Saint John,3:56,8,R&B,https://en.wikipedia.org/wiki/Camila_(album)#/media/File:Camila_(Official_Album_Cover)_by_Camila_Cabello.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Camila,12,In the Dark,Camila Cabello,Cabello - Feeney - Te Whiti Warbrick - Simon Wilcox - Madison Love - Abrahart,3:39,9,R&B,https://en.wikipedia.org/wiki/Camila_(album)#/media/File:Camila_(Official_Album_Cover)_by_Camila_Cabello.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Camila,12,Into It,Camila Cabello,Cabello - Feeney - Bell - Gunesberk - Ryan Tedder - Justin Tranter,2:55,10,R&B,https://en.wikipedia.org/wiki/Camila_(album)#/media/File:Camila_(Official_Album_Cover)_by_Camila_Cabello.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Camila,12,The Ringer,Camila Cabello,Camila Cabello- Adam Feeney - Leo Rami Dawod - Jacob Ludwig Olofsson - Noonie Bao - Sasha Yatchenko,3:47,11,R&B,https://en.wikipedia.org/wiki/Camila_(album)#/media/File:Camila_(Official_Album_Cover)_by_Camila_Cabello.png,1.29,1.29,N/A,1/20/2019,Album,0,N/A
Kamikaze,13,Greatest,Eminem,Ray Fraser - Matthew Jacobson - Katorah Marrero -Marshall Mathers - Luis Resto - Ronald Spence Jr.,5:37,1,Hip-Hop,https://upload.wikimedia.org/wikipedia/en/6/62/Eminem_-_Kamikaze.jpg,1.29,1.29,N/A,1/21/2019,Album,0,N/A
Kamikaze,13,Lucky You,Eminem,Jordan Carter - Kendrick Duckworth - Asheton Hogan - Jordan Jenks - Mathers - Jeremy Miller - Anthony Tiffith - Michael Williams II - Symere Woods,3:46,2,Hip-Hop,https://upload.wikimedia.org/wikipedia/en/6/62/Eminem_-_Kamikaze.jpg,1.29,1.29,N/A,1/21/2019,Album,0,N/A
Kamikaze,13,Paul,Eminem,Paul Rosenberg,0:35,4,Hip-Hop,https://upload.wikimedia.org/wikipedia/en/6/62/Eminem_-_Kamikaze.jpg,1.29,1.29,N/A,1/21/2019,Album,0,N/A
Kamikaze,13,Normal,Eminem,Erik Bodin - Fraser Larry Griffin Jr. - Mathers Yukimi - Nagano Maurice - Nichols R. Sheldon - Fredrik Wallinhaykan - Wirenstrand,3:42,5,Hip-Hop,https://upload.wikimedia.org/wikipedia/en/6/62/Eminem_-_Kamikaze.jpg,1.29,1.29,N/A,1/21/2019,Album,0,N/A
Kamikaze,13,Em Calls Paul,Eminem,Mathers,0:49,6,Hip-Hop,https://upload.wikimedia.org/wikipedia/en/6/62/Eminem_-_Kamikaze.jpg,1.29,1.29,N/A,1/21/2019,Album,0,N/A
Kamikaze,13,Not Alike,Eminem,Mathers Luis Resto - Mario Resto,5:09,7,Hip-Hop,https://upload.wikimedia.org/wikipedia/en/6/62/Eminem_-_Kamikaze.jpg,1.29,1.29,N/A,1/21/2019,Album,0,N/A
Kamikaze,13,Kamikaze,Eminem,Marshall Mathers - Brytavious Chambers - Ronald Spence Jr - Ryan Montgomery,4:48,8,Hip-Hop,https://upload.wikimedia.org/wikipedia/en/6/62/Eminem_-_Kamikaze.jpg,1.29,1.29,N/A,1/21/2019,Album,0,N/A
Kamikaze,13,Fall,Eminem,Bobby Ervin - Mathers Dwayne Simon - James Smith - Timothy Suby,3:36,9,Hip-Hop,https://upload.wikimedia.org/wikipedia/en/6/62/Eminem_-_Kamikaze.jpg,1.29,1.29,N/A,1/21/2019,Album,0,N/A
Kamikaze,13,Nice Guy,Eminem,B. J. Burton - Mathers L. Resto - Justin Vernon Williams,4:22,10,Hip-Hop,https://upload.wikimedia.org/wikipedia/en/6/62/Eminem_-_Kamikaze.jpg,1.29,1.29,N/A,1/21/2019,Album,0,N/A
Kamikaze,13,Good Guy,Eminem,Fred BallL Griffin Jr. - Mathers L. Resto - Jessica Reyez,2:30,11,Hip-Hop,https://upload.wikimedia.org/wikipedia/en/6/62/Eminem_-_Kamikaze.jpg,1.29,1.29,N/A,1/21/2019,Album,0,N/A
Kamikaze,13,Venom,Eminem,Norio Aono Fraser - Lisa Gomamoto - Mathers - Reyez - Yutaka Yamada,2:22,12,Hip-Hop,https://upload.wikimedia.org/wikipedia/en/6/62/Eminem_-_Kamikaze.jpg,1.29,1.29,N/A,1/21/2019,Album,0,N/A
Kamikaze,13,Never Be the Same,Eminem,Mathers - Luis Resto - Mario Resto,4:29,13,Hip-Hop,https://upload.wikimedia.org/wikipedia/en/6/62/Eminem_-_Kamikaze.jpg,1.29,1.29,N/A,1/21/2019,Album,0,N/A
Live in Texas,14,Somewhere I Belong,Linkin Park,Linkin Park,3:37,1,Rap,https://upload.wikimedia.org/wikipedia/en/a/a2/LP-LiveInTexas.jpg,1.29,1.29,N/A,1/21/2019,Album,0,N/A
Live in Texas,14,Lying from You,Linkin Park,Linkin Park,3:07,2,Rap,https://upload.wikimedia.org/wikipedia/en/a/a2/LP-LiveInTexas.jpg,1.29,1.29,N/A,1/21/2019,Album,0,N/A
Live in Texas,14,Papercut,Linkin Park,Linkin Park,3:06,3,Rap,https://upload.wikimedia.org/wikipedia/en/a/a2/LP-LiveInTexas.jpg,1.29,1.29,N/A,1/21/2019,Album,0,N/A
Live in Texas,14,Points of Authority,Linkin Park,Linkin Park,3:25,4,Rap,https://upload.wikimedia.org/wikipedia/en/a/a2/LP-LiveInTexas.jpg,1.29,1.29,N/A,1/21/2019,Album,0,N/A
Live in Texas,14,Runaway,Linkin Park,Linkin Park,3:06,5,Rap,https://upload.wikimedia.org/wikipedia/en/a/a2/LP-LiveInTexas.jpg,1.29,1.29,N/A,1/21/2019,Album,0,N/A
Live in Texas,14,Faint,Linkin Park,Linkin Park,2:47,6,Rap,https://upload.wikimedia.org/wikipedia/en/a/a2/LP-LiveInTexas.jpg,1.29,1.29,N/A,1/21/2019,Album,0,N/A
Live in Texas,14,From the Inside,Linkin Park,Linkin Park,3:00,7,Rap,https://upload.wikimedia.org/wikipedia/en/a/a2/LP-LiveInTexas.jpg,1.29,1.29,N/A,1/21/2019,Album,0,N/A
Live in Texas,14,P5hng Me A*wy,Linkin Park,Linkin Park,5:05,8,Rap,https://upload.wikimedia.org/wikipedia/en/a/a2/LP-LiveInTexas.jpg,1.29,1.29,N/A,1/21/2019,Album,0,N/A
Live in Texas,14,Numb,Linkin Park,Linkin Park,3:06,9,Rap,https://upload.wikimedia.org/wikipedia/en/a/a2/LP-LiveInTexas.jpg,1.29,1.29,N/A,1/21/2019,Album,0,N/A
Live in Texas,14,Crawling,Linkin Park,Linkin Park,3:33,10,Rap,https://upload.wikimedia.org/wikipedia/en/a/a2/LP-LiveInTexas.jpg,1.29,1.29,N/A,1/21/2019,Album,0,N/A
Live in Texas,14,In the End,Linkin Park,Linkin Park,3:31,11,Rap,https://upload.wikimedia.org/wikipedia/en/a/a2/LP-LiveInTexas.jpg,1.29,1.29,N/A,1/21/2019,Album,0,N/A
Live in Texas,14,One Step Closer,Linkin Park,Linkin Park,4:13,12,Rap,https://upload.wikimedia.org/wikipedia/en/a/a2/LP-LiveInTexas.jpg,1.29,1.29,N/A,1/21/2019,Album,0,N/A
